Orthogroup	Most_Annotated_Protein	Species
OG0003247_00	LOCUS4741-2	Laspla
OG0003248_00	LOCUS520	Laspla
OG0003249_00	LOCUS11877	Laspla
OG0003250_00	LOCUS7338	Laspla
OG0003251_00	LOCUS12609	Laspla
OG0003252_00	LOCUS12610	Laspla
OG0003253_00	LOCUS1087	Laspla
OG0003254_00	LOCUS1011	Laspla
OG0003255_00	LOCUS1005	Laspla
OG0003256_00	LOCUS4625	Laspla
OG0003257_00	LOCUS478	Laspla
OG0003258_00	LOCUS465	Laspla
OG0003259_00	LOCUS6970	Laspla
OG0003260_00	G6Z76_0005874	Acrcha
OG0003261_00	LOCUS5019	Laspla
OG0003262_00	LOCUS3791-3	Laspla
OG0003263_00	LOCUS5064	Laspla
OG0003264_00	LOCUS3737	Laspla
OG0003265_00	LOCUS3685	Laspla
OG0003266_00	LOCUS5036	Laspla
OG0003267_00	LOCUS98	Laspla
OG0003268_00	LOCUS116-2	Laspla
OG0003269_00	LOCUS7732	Laspla
OG0003270_00	LOCUS7486	Laspla
OG0003271_00	LOCUS13851-2	Laspla
OG0003272_00	LOCUS31	Laspla
OG0003273_00	LOCUS11072	Laspla
OG0003274_00	LOCUS11087	Laspla
OG0003275_00	LOCUS10849	Laspla
OG0003276_00	LOCUS10822-2	Laspla
OG0003277_00	G6Z76_0006984	Acrcha
OG0003278_00	LOCUS10931	Laspla
OG0003279_00	LOCUS10905	Laspla
OG0003280_00	LOCUS10880	Laspla
OG0003281_00	LOCUS7285	Laspla
OG0003282_00	LOCUS4082	Laspla
OG0003283_00	LOCUS14624	Laspla
OG0003284_00	LOCUS14545	Laspla
OG0003285_00	LOCUS13307	Laspla
OG0003286_00	LOCUS13306	Laspla
OG0003287_00	LOCUS8456	Laspla
OG0003288_00	LOCUS9883	Laspla
OG0003289_00	LOCUS8422	Laspla
OG0003290_00	LOCUS10514	Laspla
OG0003291_00	LOCUS10502	Laspla
OG0003292_00	LOCUS2057-2	Laspla
OG0003293_00	LOCUS2044-2	Laspla
OG0003294_00	LOCUS2034	Laspla
OG0003295_00	LOCUS9955	Laspla
OG0003296_00	LOCUS8413	Laspla
OG0003297_00	LOCUS9931	Laspla
OG0003298_00	LOCUS7055	Laspla
OG0003299_00	LOCUS1996	Laspla
OG0003300_00	LOCUS9945	Laspla
OG0003301_00	LOCUS733	Laspla
OG0003302_00	LOCUS13224	Laspla
OG0003303_00	LOCUS3605	Laspla
OG0003304_00	LOCUS14035	Laspla
OG0003305_00	LOCUS12053	Laspla
OG0003306_00	LOCUS12044	Laspla
OG0003307_00	LOCUS6360	Laspla
OG0003308_00	LOCUS10374	Laspla
OG0003309_00	LOCUS8528	Laspla
OG0003310_00	LOCUS2024	Laspla
OG0003311_00	LOCUS7965	Laspla
OG0003312_00	LOCUS13183	Laspla
OG0003313_00	LOCUS13090	Laspla
OG0003314_00	Alpha_beta_hydrolase_fold-1_g00218_i1	Acafer
OG0003315_00	LOCUS10663	Laspla
OG0003316_00	LOCUS13916	Laspla
OG0003317_00	Chromo-domain_g16843_i1	Acafer
OG0003318_00	Peptidase_C14_caspase_non-catalytic_subunit_p10_g04175_i1	Temrug
OG0003319_00	LOCUS10105	Laspla
OG0003320_00	HOX_domain_g04814_i1	Acafer
OG0003321_00	HOX_domain_g08691_i1	Acafer
OG0003322_00	HOX_domain_g14969_i1	Anogra
OG0003323_00	HOX_domain_g14307_i1	Acafer
OG0003324_00	LOCUS9337	Laspla
OG0003325_00	LOCUS8716	Laspla
OG0003326_00	LOCUS4658	Laspla
OG0003327_00	PHD_finger_g14369_i1	Acafer
OG0003328_00	PHD_finger_g15906_i1	Acafer
OG0003329_00	Peptidase_C12_ubiquitin_carboxyl-terminal_hydrolase_1_g07291_i1	Acafer
OG0003330_00	Peptidase_C78_ubiquitin_fold_modifier-specific_peptidase_1_2_g05235_i1	Acafer
OG0003331_00	Peptidase_M13_neprilysin_C-terminal_g11559_i1	Bunamb
OG0003332_00	Peptidase_M22_glycoprotease_subgroup_g06368_i1	Acafer
OG0003333_00	Peptidase_M48_Ste24p_g09355_i1	Acafer
OG0003334_00	LOCUS2261	Laspla
OG0003335_00	LOCUS1037	Laspla
OG0003336_00	LOCUS6288	Laspla
OG0003337_00	LOCUS14690	Laspla
OG0003338_00	LOCUS3278	Laspla
OG0003339_00	G6Z76_0000302	Acrcha
OG0003340_00	LOCUS5852	Laspla
OG0003341_00	LOCUS13962	Laspla
OG0003344_00	LOCUS3893	Laspla
OG0003345_00	LOCUS8856	Laspla
OG0003346_00	LOCUS11307	Laspla
OG0003347_00	G6Z76_0008107	Acrcha
OG0003348_00	LOCUS12814	Laspla
OG0003349_00	G6Z75_0003574	Acrins
OG0003350_00	LOCUS12746	Laspla
OG0003351_00	LOCUS6149	Laspla
OG0003352_00	LOCUS8784-2	Laspla
OG0003353_00	LOCUS9312	Laspla
OG0003354_00	G6Z76_0009527	Acrcha
OG0003355_00	LOCUS12041-2	Laspla
OG0003356_00	Carboxylesterase_type_B_g00781_i1	Acafer
OG0003357_00	LOCUS12081	Laspla
OG0003358_00	LOCUS3849	Laspla
OG0003359_00	LOCUS3744	Laspla
OG0003360_00	LOCUS11774	Laspla
OG0003361_00	LOCUS3036	Laspla
OG0003362_00	G6Z76_0013036	Acrcha
OG0003363_00	Peptidase_S1_S6_chymotrypsin_Hap_g15034_i1	Acafer
OG0003364_00	LOCUS10408	Laspla
OG0003365_00	LOCUS448	Laspla
OG0003366_00	Hsp70_g13354_i1	Acafer
OG0003367_00	LOCUS2563	Laspla
OG0003368_00	LOCUS7697	Laspla
OG0003369_00	LOCUS10687	Laspla
OG0003370_00	LOCUS6488-2	Laspla
OG0003371_00	LOCUS481	Laspla
OG0003372_00	LOCUS9215	Laspla
OG0003373_00	LOCUS5247	Laspla
OG0003374_00	LOCUS10887	Laspla
OG0003375_00	G6Z76_0005488	Acrcha
OG0003376_00	LOCUS1019	Laspla
OG0003377_00	LOCUS14559	Laspla
OG0003378_00	G6Z76_0011627	Acrcha
OG0003379_00	LOCUS7992-2	Laspla
OG0003380_00	LOC126849878	Cathis
OG0003381_00	G6Z76_0003834	Acrcha
OG0003382_00	LOCUS9249	Laspla
OG0003383_00	Ponericin_W_g01130_i1	Aphexa
OG0003384_00	LOCUS3014	Laspla
OG0003386_00	LOCUS2330	Laspla
OG0003387_00	G6Z76_0014257	Acrcha
OG0003388_00	P5V15_009600	Pogcal
OG0003389_00	LOCUS1905	Laspla
OG0003390_00	LOCUS2677	Laspla
OG0003391_00	G6Z76_0002609	Acrcha
OG0003392_00	LOCUS6487	Laspla
OG0003393_00	G6Z76_0013644	Acrcha
OG0003394_00	LOCUS8808	Laspla
OG0003395_00	G6Z76_0006133	Acrcha
OG0003396_00	LOCUS4751	Laspla
OG0003396_01	G6Z76_0003671	Acrcha
OG0003397_00	LOCUS5002	Laspla
OG0003398_00	LOCUS1318	Laspla
OG0003399_00	LOCUS10356	Laspla
OG0003400_00	LOCUS14147	Laspla
OG0003401_00	LOCUS7116	Laspla
OG0003402_00	LOCUS10098	Laspla
OG0003403_00	LOCUS4035	Laspla
OG0003404_00	LOCUS12899	Laspla
OG0003405_00	LOCUS7883	Laspla
OG0003406_00	LOCUS13082	Laspla
OG0003407_00	LOCUS781	Laspla
OG0003408_00	LOCUS5116	Laspla
OG0003409_00	LOCUS2828	Laspla
OG0003410_00	LOCUS14708	Laspla
OG0003411_00	LOCUS5112	Laspla
OG0003412_00	LOCUS9348	Laspla
OG0003413_00	LOCUS14356	Laspla
OG0003414_00	LOCUS4677	Laspla
OG0003415_00	LOCUS11993	Laspla
OG0003416_00	LOCUS8329	Laspla
OG0003417_00	LOCUS12060	Laspla
OG0003418_00	LOCUS12111	Laspla
OG0003419_00	Peptidase_M12B_propeptide_g17941_i1	Acafer
OG0003420_00	LOCUS3208	Laspla
OG0003421_00	LOCUS12738	Laspla
OG0003422_00	G6Z76_0003981	Acrcha
OG0003423_00	LOCUS6233	Laspla
OG0003424_00	LOCUS6250	Laspla
OG0003425_00	LOCUS6162	Laspla
OG0003426_00	G6Z76_0011162	Acrcha
OG0003427_00	LOCUS13378	Laspla
OG0003428_00	LOCUS13011	Laspla
OG0003429_00	LOCUS13016	Laspla
OG0003430_00	LOCUS12533	Laspla
OG0003431_00	LOCUS13128	Laspla
OG0003432_00	LOCUS13614	Laspla
OG0003433_00	LOCUS13287	Laspla
OG0003434_00	LOCUS7315	Laspla
OG0003435_00	LOCUS335	Laspla
OG0003436_00	LOCUS5236	Laspla
OG0003437_00	LOCUS5914	Laspla
OG0003438_00	LOCUS204	Laspla
OG0003439_00	LOCUS8103	Laspla
OG0003440_00	LOCUS7983	Laspla
OG0003441_00	G6Z76_0005482	Acrcha
OG0003442_00	LOCUS10010	Laspla
OG0003443_00	G6Z76_0001758	Acrcha
OG0003444_00	LOCUS5311	Laspla
OG0003445_00	LOCUS2119	Laspla
OG0003446_00	LOCUS6839	Laspla
OG0003447_00	G6Z76_0001406	Acrcha
OG0003448_00	LOCUS598-2	Laspla
OG0003449_00	G6Z77_0007921	Acrhey
OG0003450_00	LOCUS4963	Laspla
OG0003451_00	LOCUS84	Laspla
OG0003452_00	G6Z76_0006232	Acrcha
OG0003453_00	LOCUS1980	Laspla
OG0003454_00	LOCUS10531	Laspla
OG0003455_00	LOCUS6552	Laspla
OG0003456_00	LOCUS293	Laspla
OG0003457_00	G6Z76_0009789	Acrcha
OG0003458_00	Ankyrin_g13684_i1	Acafer
OG0003459_00	LOCUS6348	Laspla
OG0003460_00	LOCUS3034	Laspla
OG0003461_00	LOCUS3119-2	Laspla
OG0003462_00	LOCUS10678	Laspla
OG0003463_00	LOCUS11233-2	Laspla
OG0003464_00	G6Z76_0013402	Acrcha
OG0003465_00	LOCUS11402	Laspla
OG0003466_00	LOCUS7-2	Laspla
OG0003467_00	LOCUS5830	Laspla
OG0003468_00	LOCUS5831	Laspla
OG0003469_00	LOCUS1874	Laspla
OG0003470_00	LOCUS13052	Laspla
OG0003471_00	LOCUS13081-2	Laspla
OG0003472_00	LOCUS13457	Laspla
OG0003473_00	LOCUS13456	Laspla
OG0003474_00	G6Z76_0011415	Acrcha
OG0003475_00	LOCUS5279	Laspla
OG0003476_00	LOCUS14581	Laspla
OG0003477_00	LOCUS13199	Laspla
OG0003478_00	ACFW04_009978	Catnig
OG0003479_00	LOCUS7832	Laspla
OG0003480_00	LOCUS946	Laspla
OG0003481_00	LOCUS814	Laspla
OG0003482_00	LOCUS988	Laspla
OG0003483_00	LOCUS6890	Laspla
OG0003484_00	G6Z76_0013471	Acrcha
OG0003485_00	LOCUS12845	Laspla
OG0003486_00	LOCUS7009	Laspla
OG0003487_00	LOCUS11813	Laspla
OG0003488_00	LOCUS8328	Laspla
OG0003489_00	LOCUS2730	Laspla
OG0003490_00	LOCUS14608	Laspla
OG0003491_00	LOCUS9280	Laspla
OG0003492_00	LOCUS12792	Laspla
OG0003493_00	LOCUS2581	Laspla
OG0003494_00	G6Z76_0007417	Acrcha
OG0003495_00	LOCUS12815	Laspla
OG0003496_00	LOCUS10360	Laspla
OG0003497_00	LOCUS9013	Laspla
OG0003498_00	LOCUS8861	Laspla
OG0003499_00	LOCUS8782	Laspla
OG0003500_00	LOCUS8646	Laspla
OG0003501_00	LOCUS9096	Laspla
OG0003502_00	LOCUS8818	Laspla
OG0003503_00	LOCUS10045	Laspla
OG0003504_00	LOCUS9177	Laspla
OG0003505_00	LOCUS5253	Laspla
OG0003506_00	LOCUS2548	Laspla
OG0003507_00	LOCUS255	Laspla
OG0003508_00	G6Z76_0014175	Acrcha
OG0003509_00	LOCUS12098	Laspla
OG0003510_00	LOCUS12301	Laspla
OG0003511_00	LOCUS12466	Laspla
OG0003512_00	LOCUS12457	Laspla
OG0003513_00	LOCUS12452	Laspla
OG0003514_00	LOCUS2161-2	Laspla
OG0003515_00	LOCUS2614	Laspla
OG0003516_00	G6Z76_0014425	Acrcha
OG0003517_00	LOCUS10095	Laspla
OG0003518_00	LOCUS14678	Laspla
OG0003519_00	LOCUS14546	Laspla
OG0003520_00	LOCUS12185	Laspla
OG0003521_00	LOCUS3972	Laspla
OG0003522_00	LOCUS13869	Laspla
OG0003523_00	LOCUS10599	Laspla
OG0003524_00	LOCUS2354	Laspla
OG0003525_00	LOCUS4748	Laspla
OG0003526_00	LOCUS4672	Laspla
OG0003527_00	LOCUS12272	Laspla
OG0003528_00	LOCUS11866	Laspla
OG0003529_00	LOCUS7026	Laspla
OG0003530_00	LOCUS3774	Laspla
OG0003531_00	LOCUS3725	Laspla
OG0003532_00	LOCUS3686	Laspla
OG0003533_00	LOCUS3815	Laspla
OG0003534_00	G6Z76_0012735	Acrcha
OG0003535_00	LOCUS11070	Laspla
OG0003536_00	LOCUS10848	Laspla
OG0003537_00	LOCUS11328	Laspla
OG0003538_00	LOCUS11217	Laspla
OG0003539_00	LOCUS11225	Laspla
OG0003540_00	G6Z76_0002028	Acrcha
OG0003541_00	LOCUS12997	Laspla
OG0003542_00	LOCUS2018	Laspla
OG0003543_00	LOCUS13154	Laspla
OG0003544_00	LOCUS8461	Laspla
OG0003545_00	LOCUS2048	Laspla
OG0003546_00	LOCUS1993	Laspla
OG0003547_00	LOCUS3846-2	Laspla
OG0003548_00	LOCUS6355	Laspla
OG0003549_00	LOCUS7927	Laspla
OG0003550_00	LOCUS8156	Laspla
OG0003551_00	LOCUS8162	Laspla
OG0003552_00	LOCUS7949	Laspla
OG0003553_00	LOCUS8043	Laspla
OG0003554_00	G6Z76_0013748	Acrcha
OG0003555_00	Chromo-domain_g09607_i1	Acafer
OG0003556_00	LOCUS5880-2	Laspla
OG0003557_00	PHD_finger_g14866_i1	Acafer
OG0003558_00	PHD_finger_g15618_i1	Acafer
OG0003559_00	Peptidase_C19_ubiquitin_carboxyl-terminal_hydrolase_2_g01450_i1	Acafer
OG0003560_00	Peptidase_C1A_papain_C-terminal_g18381_i1	Acafer
OG0003561_00	Peptidase_S1_S6_chymotrypsin_Hap_g01075_i1	Acafer
OG0003562_00	LOCUS14065	Laspla
OG0003563_00	LOCUS11719	Laspla
OG0003564_00	LOCUS567-2	Laspla
OG0003565_00	LOCUS6734	Laspla
OG0003566_00	LOCUS7817	Laspla
OG0003567_00	LOCUS2908	Laspla
OG0003568_00	LOCUS6336	Laspla
OG0003569_00	LOCUS6332	Laspla
OG0003570_00	LOCUS6465	Laspla
OG0003571_00	LOCUS6467	Laspla
OG0003572_00	LOCUS6473	Laspla
OG0003573_00	LOCUS6621	Laspla
OG0003574_00	LOCUS8307	Laspla
OG0003575_00	LOCUS5610	Laspla
OG0003576_00	LOCUS3133	Laspla
OG0003577_00	LOCUS3347	Laspla
OG0003578_00	G6Z76_0001297	Acrcha
OG0003579_00	LOCUS3085	Laspla
OG0003580_00	G6Z76_0001679	Acrcha
OG0003581_00	LOCUS2885	Laspla
OG0003582_00	LOCUS2884	Laspla
OG0003583_00	LOCUS7043	Laspla
OG0003584_00	LOCUS7583	Laspla
OG0003585_00	LOCUS14548	Laspla
OG0003586_00	LOCUS10666	Laspla
OG0003587_00	LOCUS10664	Laspla
OG0003588_00	LOCUS11252	Laspla
OG0003589_00	LOCUS11302	Laspla
OG0003590_00	LOCUS7505	Laspla
OG0003591_00	LOCUS7532-2	Laspla
OG0003592_00	G6Z76_0005833	Acrcha
OG0003593_00	LOCUS5422	Laspla
OG0003594_00	LOCUS10860-2	Laspla
OG0003595_00	LOCUS3574-2	Laspla
OG0003596_00	LOCUS3545	Laspla
OG0003597_00	LOCUS4703	Laspla
OG0003598_00	LOCUS6167	Laspla
OG0003599_00	LOCUS5960	Laspla
OG0003600_00	LOCUS5971	Laspla
OG0003601_00	LOCUS5990	Laspla
OG0003602_00	G6Z76_0003971	Acrcha
OG0003603_00	LOCUS5916	Laspla
OG0003604_00	LOCUS6231	Laspla
OG0003605_00	LOCUS6139	Laspla
OG0003606_00	G6Z76_0011140	Acrcha
OG0003607_00	LOCUS13649	Laspla
OG0003608_00	LOCUS12962	Laspla
OG0003609_00	LOCUS12964	Laspla
OG0003610_00	LOCUS13115	Laspla
OG0003611_00	LOCUS13116	Laspla
OG0003612_00	LOCUS13594	Laspla
OG0003613_00	LOCUS13101	Laspla
OG0003614_00	LOCUS13319	Laspla
OG0003615_00	LOCUS13314	Laspla
OG0003616_00	LOCUS13013	Laspla
OG0003617_00	LOCUS13015	Laspla
OG0003618_00	G6Z76_0002470	Acrcha
OG0003619_00	G6Z76_0002472	Acrcha
OG0003620_00	LOCUS12543	Laspla
OG0003621_00	G6Z76_0010623	Acrcha
OG0003622_00	LOCUS12351	Laspla
OG0003623_00	LOCUS2937	Laspla
OG0003624_00	G6Z76_0007327	Acrcha
OG0003625_00	LOCUS5237	Laspla
OG0003626_00	LOCUS1194	Laspla
OG0003627_00	LOCUS1207	Laspla
OG0003628_00	LOCUS5249	Laspla
OG0003629_00	LOCUS14576	Laspla
OG0003630_00	LOCUS6993	Laspla
OG0003631_00	LOCUS5147	Laspla
OG0003632_00	LOCUS1266	Laspla
OG0003633_00	LOCUS1253	Laspla
OG0003634_00	LOCUS581	Laspla
OG0003635_00	LOCUS13188	Laspla
OG0003636_00	LOCUS13471	Laspla
OG0003637_00	G6Z76_0002259	Acrcha
OG0003638_00	LOCUS13297	Laspla
OG0003639_00	LOCUS13486	Laspla
OG0003640_00	LOCUS13492	Laspla
OG0003641_00	LOCUS13510	Laspla
OG0003642_00	LOCUS13560	Laspla
OG0003643_00	LOCUS3424	Laspla
OG0003644_00	LOCUS11936	Laspla
OG0003645_00	LOCUS11914	Laspla
OG0003646_00	LOCUS2711	Laspla
OG0003647_00	LOCUS7784	Laspla
OG0003648_00	LOCUS7846	Laspla
OG0003649_00	LOCUS739	Laspla
OG0003650_00	G6Z76_0003158	Acrcha
OG0003651_00	LOCUS803	Laspla
OG0003652_00	LOCUS631	Laspla
OG0003653_00	LOCUS987	Laspla
OG0003654_00	LOCUS7294	Laspla
OG0003655_00	LOCUS6200	Laspla
OG0003656_00	LOCUS9465	Laspla
OG0003657_00	LOCUS6919	Laspla
OG0003658_00	LOCUS6920	Laspla
OG0003659_00	LOCUS6921	Laspla
OG0003660_00	G6Z76_0014528	Acrcha
OG0003661_00	LOCUS1962	Laspla
OG0003662_00	G6Z76_0014521	Acrcha
OG0003663_00	LOCUS7111	Laspla
OG0003664_00	G6Z76_0006876	Acrcha
OG0003665_00	HN011_008386	Ecibur
OG0003666_00	LOCUS10746	Laspla
OG0003667_00	LOCUS10752	Laspla
OG0003668_00	LOCUS8268	Laspla
OG0003669_00	Peptidase_C14_ICE_catalytic_subunit_p20_g16156_i1	Lasnig
OG0003670_00	LOCUS10791	Laspla
OG0003671_00	LOCUS11448	Laspla
OG0003672_00	LOCUS11420	Laspla
OG0003673_00	LOCUS11419	Laspla
OG0003674_00	LOCUS2832	Laspla
OG0003675_00	LOCUS2867	Laspla
OG0003676_00	LOCUS5575	Laspla
OG0003677_00	LOCUS11821	Laspla
OG0003678_00	LOCUS11681	Laspla
OG0003679_00	LOCUS5184	Laspla
OG0003680_00	LOCUS5155	Laspla
OG0003681_00	LOCUS5191	Laspla
OG0003682_00	LOCUS8298	Laspla
OG0003683_00	LOCUS14077	Laspla
OG0003684_00	LOCUS7239	Laspla
OG0003685_00	LOCUS1930	Laspla
OG0003686_00	LOCUS5472	Laspla
OG0003687_00	LOCUS5653	Laspla
OG0003688_00	LOCUS1855	Laspla
OG0003689_00	LOCUS11017	Laspla
OG0003690_00	LOCUS289	Laspla
OG0003691_00	LOCUS8729-2	Laspla
OG0003692_00	LOCUS9254	Laspla
OG0003693_00	LOCUS9299	Laspla
OG0003694_00	LOCUS9308	Laspla
OG0003695_00	LOCUS9313	Laspla
OG0003696_00	LOCUS2023	Laspla
OG0003697_00	LOCUS397	Laspla
OG0003698_00	LOCUS8401	Laspla
OG0003699_00	G6Z76_0008195	Acrcha
OG0003700_00	G6Z76_0002754	Acrcha
OG0003701_00	LOCUS2599	Laspla
OG0003702_00	LOCUS12817	Laspla
OG0003703_00	LOCUS12808	Laspla
OG0003704_00	LOCUS6666	Laspla
OG0003705_00	LOCUS6820	Laspla
OG0003706_00	LOCUS11757	Laspla
OG0003707_00	G6Z76_0001747	Acrcha
OG0003708_00	LOCUS10017	Laspla
OG0003709_00	LOCUS9026	Laspla
OG0003710_00	LOCUS8872-2	Laspla
OG0003711_00	LOCUS8980	Laspla
OG0003712_00	LOCUS8923	Laspla
OG0003713_00	LOCUS8892-2	Laspla
OG0003714_00	LOCUS9357	Laspla
OG0003715_00	LOCUS8714	Laspla
OG0003716_00	LOCUS8855	Laspla
OG0003717_00	LOCUS8792	Laspla
OG0003718_00	LOCUS9124	Laspla
OG0003719_00	LOCUS9109	Laspla
OG0003720_00	LOCUS9108-2	Laspla
OG0003721_00	LOCUS9179	Laspla
OG0003722_00	LOCUS14364	Laspla
OG0003723_00	LOCUS5678	Laspla
OG0003724_00	LOCUS5676	Laspla
OG0003725_00	G6Z76_0005663	Acrcha
OG0003726_00	LOCUS4120	Laspla
OG0003727_00	LOCUS4118	Laspla
OG0003728_00	LOCUS14397	Laspla
OG0003729_00	LOCUS12193	Laspla
OG0003730_00	LOCUS12461-5	Laspla
OG0003731_00	LOCUS12437	Laspla
OG0003732_00	G6Z76_0014253	Acrcha
OG0003733_00	LOCUS12112	Laspla
OG0003734_00	LOCUS5740	Laspla
OG0003735_00	G6Z76_0000143	Acrcha
OG0003736_00	LOCUS2572	Laspla
OG0003737_00	LOCUS2571-2	Laspla
OG0003738_00	LOCUS5335	Laspla
OG0003739_00	LOCUS3435	Laspla
OG0003740_00	LOCUS14425	Laspla
OG0003741_00	LOCUS1717	Laspla
OG0003742_00	LOCUS13735	Laspla
OG0003743_00	LOCUS7200	Laspla
OG0003744_00	LOCUS14104	Laspla
OG0003745_00	LOCUS14107	Laspla
OG0003746_00	LOCUS5536	Laspla
OG0003747_00	G6Z76_0006191	Acrcha
OG0003748_00	LOCUS10646	Laspla
OG0003749_00	G6Z76_0013621	Acrcha
OG0003750_00	G6Z76_0001220	Acrcha
OG0003751_00	LOCUS5889-2	Laspla
OG0003752_00	G6Z76_0000322	Acrcha
OG0003753_00	LOCUS4176	Laspla
OG0003754_00	LOCUS4320	Laspla
OG0003755_00	LOCUS3954	Laspla
OG0003756_00	LOCUS3949	Laspla
OG0003757_00	LOCUS4051	Laspla
OG0003758_00	LOCUS3857	Laspla
OG0003759_00	LOCUS14001	Laspla
OG0003760_00	LOCUS13768	Laspla
OG0003761_00	LOCUS13885	Laspla
OG0003762_00	LOCUS2327	Laspla
OG0003763_00	LOCUS2335	Laspla
OG0003764_00	LOCUS10586	Laspla
OG0003765_00	LOCUS4735	Laspla
OG0003766_00	LOCUS501-5	Laspla
OG0003767_00	LOCUS12625	Laspla
OG0003768_00	LOCUS12242	Laspla
OG0003769_00	LOCUS10210	Laspla
OG0003770_00	LOCUS11873	Laspla
OG0003771_00	LOCUS2808	Laspla
OG0003772_00	LOCUS13716	Laspla
OG0003773_00	LOCUS3506	Laspla
OG0003774_00	G6Z76_0011552	Acrcha
OG0003775_00	G6Z76_0003831	Acrcha
OG0003776_00	LOCUS4604	Laspla
OG0003777_00	LOCUS482	Laspla
OG0003778_00	LOCUS4678	Laspla
OG0003779_00	LOCUS4692	Laspla
OG0003780_00	LOCUS3673	Laspla
OG0003781_00	LOCUS7631	Laspla
OG0003782_00	LOCUS7707	Laspla
OG0003783_00	LOCUS7514	Laspla
OG0003784_00	LOCUS7633	Laspla
OG0003785_00	LOCUS5570	Laspla
OG0003786_00	LOCUS1942	Laspla
OG0003787_00	LOCUS30	Laspla
OG0003788_00	LOCUS11048	Laspla
OG0003789_00	LOCUS11373	Laspla
OG0003790_00	LOCUS11364	Laspla
OG0003791_00	LOCUS11331	Laspla
OG0003792_00	G6Z76_0011298	Acrcha
OG0003793_00	LOCUS11109	Laspla
OG0003794_00	G6Z76_0007007	Acrcha
OG0003795_00	LOCUS10930	Laspla
OG0003796_00	LOCUS10921	Laspla
OG0003797_00	LOCUS5394	Laspla
OG0003798_00	LOCUS13003	Laspla
OG0003799_00	LOCUS13565	Laspla
OG0003800_00	LOCUS11039	Laspla
OG0003801_00	LOCUS10229	Laspla
OG0003802_00	LOCUS10521	Laspla
OG0003803_00	LOCUS9881	Laspla
OG0003804_00	LOCUS10472	Laspla
OG0003805_00	LOCUS7981	Laspla
OG0003806_00	LOCUS8420	Laspla
OG0003807_00	LOCUS8425	Laspla
OG0003808_00	LOCUS10508	Laspla
OG0003809_00	LOCUS10462	Laspla
OG0003810_00	LOCUS10465	Laspla
OG0003811_00	LOCUS8407	Laspla
OG0003812_00	LOCUS8447	Laspla
OG0003813_00	LOCUS10478-4	Laspla
OG0003814_00	LOCUS10222	Laspla
OG0003815_00	LOCUS2071-2	Laspla
OG0003816_00	LOCUS9928	Laspla
OG0003817_00	LOCUS9927	Laspla
OG0003818_00	LOCUS14049	Laspla
OG0003819_00	LOCUS3609	Laspla
OG0003820_00	LOCUS3616	Laspla
OG0003821_00	LOCUS12064	Laspla
OG0003822_00	G6Z76_0012300	Acrcha
OG0003823_00	LOCUS6366	Laspla
OG0003824_00	LOCUS8681	Laspla
OG0003825_00	LOCUS8021	Laspla
OG0003826_00	LOCUS8233	Laspla
OG0003827_00	G6Z77_0004761	Acrhey
OG0003828_00	LOCUS8512	Laspla
OG0003829_00	LOCUS8216	Laspla
OG0003830_00	LOCUS531	Laspla
OG0003831_00	LOCUS13220	Laspla
OG0003832_00	LOCUS8723	Laspla
OG0003833_00	LOCUS4246	Laspla
OG0003834_00	LOCUS7985	Laspla
OG0003835_00	LOCUS8455	Laspla
OG0003836_00	Chaperonins_g06172_i1	Acafer
OG0003837_00	HOX_domain_g06545_i1	Acafer
OG0003838_00	LOCUS12410	Laspla
OG0003839_00	LOCUS10741	Laspla
OG0003840_00	LOCUS8880	Laspla
OG0003841_00	LOCUS6300	Laspla
OG0003842_00	PHD_finger_g17359_i2	Acafer
OG0003843_00	Peptidase_A22A_presenilin_g14474_i1	Acafer
OG0003844_00	Peptidase_C15_pyroglutamyl_peptidase_I_g07756_i1	Acafer
OG0003845_00	Peptidase_C50_separase_g09601_i1	Acafer
OG0003846_00	Peptidase_M1_membrane_alanine_aminopeptidase_N-terminal_g04561_i1	Acafer
OG0003847_00	Peptidase_M20_dimerisation_g05248_i1	Acrech
OG0003848_00	LOCUS10562	Laspla
OG0003849_00	LOCUS1186	Laspla
OG0003850_00	LOCUS12236	Laspla
OG0003851_00	cut_g04205_i1	Acafer
OG0003852_00	LOCUS3157	Laspla
OG0003853_00	LOCUS3700	Laspla
OG0003854_00	LOCUS11073	Laspla
OG0003855_00	Peptidase_S60_transferrin_lactoferrin_g08204_i1	Aphsmy
OG0003856_00	LOCUS6221	Laspla
OG0003857_00	LOCUS11682	Laspla
OG0003858_00	Peptidase_S60_transferrin_lactoferrin_g02148_i1	Cepmin
OG0003860_00	LOCUS12791	Laspla
OG0003861_00	G6Z76_0014652	Acrcha
OG0003862_00	ACFW04_005286	Catnig
OG0003863_00	LOCUS5948	Laspla
OG0003864_00	LOCUS10670	Laspla
OG0003865_00	groucho_g17198_i1	Acafer
OG0003866_00	LOCUS12356	Laspla
OG0003867_00	LOCUS6015	Laspla
OG0003868_00	LOCUS7257	Laspla
OG0003869_00	G6Z76_0001790	Acrcha
OG0003870_00	HOX_domain_g14923_i1	Acafer
OG0003871_00	LOCUS8732	Laspla
OG0003872_00	LOCUS3631	Laspla
OG0003873_00	LOCUS14028	Laspla
OG0003874_00	LOCUS14060	Laspla
OG0003875_00	LOCUS6302	Laspla
OG0003876_00	LOCUS3533	Laspla
OG0003877_00	LOCUS9933	Laspla
